date,customer_id,store_id,age,gender,age_group,product_name,category,units_sold,unit_price,discount_applied,discounted,sales_amount
2025-03-06,cust_955,store_2,10,F,10s_F,Salad Bowl,Ready Meals,3,3.2,0.1,TRUE,8.64
2025-04-17,cust_273,store_4,45,F,40s_F,Cheddar Cheese,Dairy,4,2.5,0.05,TRUE,9.5
2025-04-12,cust_820,store_4,52,F,50s_F,Herbal Tea,Beverages,1,2.0,0.0,FALSE,2.0
2025-04-06,cust_497,store_2,41,F,40s_F,Cheddar Cheese,Dairy,4,2.5,0.0,FALSE,10.0
2025-03-23,cust_980,store_2,37,M,30s_M,Whisky (700ml),Alcohol,1,15.0,0.1,TRUE,13.5
2025-05-05,cust_266,store_2,65,F,60s_F,Greek Yoghurt,Dairy,1,2.0,0.0,FALSE,2.0
2025-04-01,cust_82,store_1,30,M,30s_M,Whole Chicken,Meat,1,5.0,0.1,TRUE,4.5
2025-03-27,cust_207,store_1,49,M,40s_M,Cheddar Cheese,Dairy,4,2.5,0.1,TRUE,9.0
2025-04-21,cust_273,store_5,46,F,40s_F,Herbal Tea,Beverages,4,2.0,0.15,TRUE,6.8
2025-03-03,cust_138,store_3,42,M,40s_M,Cheddar Cheese,Dairy,2,2.5,0.15,TRUE,4.25
2025-04-14,cust_765,store_1,64,M,60s_M,Red Wine (750ml),Alcohol,2,7.5,0.1,TRUE,13.5
2025-03-11,cust_49,store_5,53,M,50s_M,Whisky (700ml),Alcohol,1,15.0,0.15,TRUE,12.75
2025-03-24,cust_829,store_5,65,F,60s_F,Greek Yoghurt,Dairy,1,2.0,0.05,TRUE,1.9
2025-04-03,cust_814,store_1,10,M,10s_M,Granola Bar,Snacks,3,1.5,0.05,TRUE,4.27
2025-05-07,cust_850,store_2,19,M,10s_M,Granola Bar,Snacks,1,1.5,0.0,FALSE,1.5
2025-04-12,cust_837,store_2,32,M,30s_M,Whisky (700ml),Alcohol,2,15.0,0.15,TRUE,25.5
2025-03-02,cust_733,store_1,65,F,60s_F,Avocados,Produce,1,2.4,0.0,FALSE,2.4
2025-03-10,cust_686,store_2,62,M,60s_M,Mixed Nuts,Snacks,1,2.9,0.0,FALSE,2.9
2025-05-07,cust_706,store_1,37,M,30s_M,Red Wine (750ml),Alcohol,3,7.5,0.15,TRUE,19.12
2025-03-06,cust_682,store_4,10,F,10s_F,Smoothie Drink,Beverages,3,2.2,0.15,TRUE,5.61
2025-03-20,cust_431,store_5,57,M,50s_M,Red Wine (750ml),Alcohol,3,7.5,0.05,TRUE,21.38
2025-03-27,cust_86,store_5,62,M,60s_M,Herbal Tea,Beverages,1,2.0,0.0,FALSE,2.0
2025-03-19,cust_916,store_2,59,M,50s_M,Whisky (700ml),Alcohol,3,15.0,0.15,TRUE,38.25
2025-03-26,cust_593,store_3,60,F,60s_F,Greek Yoghurt,Dairy,4,2.0,0.1,TRUE,7.2
2025-03-14,cust_235,store_4,20,F,20s_F,Smoothie Drink,Beverages,3,2.2,0.15,TRUE,5.61
2025-05-01,cust_185,store_2,52,F,50s_F,Herbal Tea,Beverages,1,2.0,0.15,TRUE,1.7
2025-04-25,cust_243,store_1,29,F,20s_F,Smoothie Drink,Beverages,1,2.2,0.05,TRUE,2.09
2025-03-23,cust_965,store_4,42,F,40s_F,Cheddar Cheese,Dairy,1,2.5,0.0,FALSE,2.5
2025-05-07,cust_694,store_3,52,F,50s_F,Herbal Tea,Beverages,1,2.0,0.05,TRUE,1.9
2025-04-07,cust_971,store_2,23,M,20s_M,Frozen Pizza,Frozen Foods,3,3.5,0.0,FALSE,10.5
2025-04-27,cust_375,store_5,12,M,10s_M,Cola (500ml),Beverages,3,1.2,0.05,TRUE,3.42
2025-04-28,cust_764,store_4,58,M,50s_M,Whisky (700ml),Alcohol,3,15.0,0.15,TRUE,38.25
2025-03-02,cust_395,store_1,10,F,10s_F,Granola Bar,Snacks,1,1.5,0.0,FALSE,1.5
2025-04-13,cust_676,store_1,63,F,60s_F,Avocados,Produce,3,2.4,0.05,TRUE,6.84
2025-03-05,cust_608,store_4,46,M,40s_M,Red Wine (750ml),Alcohol,2,7.5,0.1,TRUE,13.5
2025-04-08,cust_106,store_2,16,F,10s_F,Avocados,Produce,2,2.4,0.0,FALSE,4.8
2025-04-10,cust_297,store_3,24,F,20s_F,Frozen Berries,Frozen Foods,3,2.8,0.1,TRUE,7.56
2025-05-03,cust_190,store_2,26,M,20s_M,Energy Drink,Beverages,3,1.8,0.1,TRUE,4.86
2025-04-30,cust_363,store_1,50,M,50s_M,Red Wine (750ml),Alcohol,1,7.5,0.1,TRUE,6.75
2025-03-25,cust_771,store_5,37,M,30s_M,Whole Chicken,Meat,1,5.0,0.15,TRUE,4.25
2025-03-06,cust_635,store_3,11,F,10s_F,Smoothie Drink,Beverages,3,2.2,0.05,TRUE,6.27
2025-03-10,cust_862,store_2,64,M,60s_M,Red Wine (750ml),Alcohol,2,7.5,0.05,TRUE,14.25
2025-03-23,cust_961,store_4,54,F,50s_F,Mixed Nuts,Snacks,1,2.9,0.1,TRUE,2.61
2025-03-06,cust_375,store_1,33,M,30s_M,Whisky (700ml),Alcohol,3,15.0,0.1,TRUE,40.5
2025-04-03,cust_73,store_2,49,F,40s_F,Greek Yoghurt,Dairy,2,2.0,0.05,TRUE,3.8
2025-03-06,cust_623,store_2,50,F,50s_F,Avocados,Produce,1,2.4,0.1,TRUE,2.16
2025-04-15,cust_624,store_2,47,M,40s_M,Red Wine (750ml),Alcohol,1,7.5,0.0,FALSE,7.5
2025-04-23,cust_393,store_5,11,F,10s_F,Avocados,Produce,3,2.4,0.15,TRUE,6.12
2025-03-24,cust_916,store_5,25,F,20s_F,Smoothie Drink,Beverages,1,2.2,0.0,FALSE,2.2
2025-04-15,cust_518,store_1,33,F,30s_F,Salad Bowl,Ready Meals,1,3.2,0.15,TRUE,2.72
2025-05-01,cust_770,store_4,28,M,20s_M,Cola (500ml),Beverages,4,1.2,0.15,TRUE,4.08
2025-04-12,cust_162,store_5,42,F,40s_F,Greek Yoghurt,Dairy,4,2.0,0.0,FALSE,8.0
2025-04-03,cust_64,store_2,44,F,40s_F,Cheddar Cheese,Dairy,1,2.5,0.15,TRUE,2.12
2025-04-12,cust_48,store_4,11,M,10s_M,Granola Bar,Snacks,1,1.5,0.15,TRUE,1.27
2025-03-28,cust_982,store_3,10,F,10s_F,Salad Bowl,Ready Meals,4,3.2,0.15,TRUE,10.88
2025-05-06,cust_422,store_1,54,F,50s_F,Herbal Tea,Beverages,2,2.0,0.05,TRUE,3.8
2025-04-02,cust_706,store_2,62,M,60s_M,Mixed Nuts,Snacks,2,2.9,0.0,FALSE,5.8
2025-04-18,cust_447,store_3,57,F,50s_F,Avocados,Produce,3,2.4,0.1,TRUE,6.48
2025-03-12,cust_151,store_1,59,F,50s_F,Cheddar Cheese,Dairy,4,2.5,0.05,TRUE,9.5
2025-03-22,cust_441,store_4,49,M,40s_M,Cheddar Cheese,Dairy,3,2.5,0.0,FALSE,7.5
2025-03-17,cust_387,store_2,13,F,10s_F,Granola Bar,Snacks,4,1.5,0.05,TRUE,5.7
2025-05-01,cust_508,store_2,40,F,40s_F,Smoothie Drink,Beverages,4,2.2,0.05,TRUE,8.36
2025-04-02,cust_974,store_1,38,M,30s_M,Whisky (700ml),Alcohol,1,15.0,0.15,TRUE,12.75
2025-04-13,cust_60,store_5,17,F,10s_F,Smoothie Drink,Beverages,2,2.2,0.05,TRUE,4.18
2025-03-24,cust_66,store_4,24,F,20s_F,Frozen Berries,Frozen Foods,2,2.8,0.15,TRUE,4.76
2025-05-01,cust_59,store_1,54,F,50s_F,Cheddar Cheese,Dairy,4,2.5,0.0,FALSE,10.0
2025-03-17,cust_652,store_2,42,M,40s_M,Instant Noodles,Pantry,3,1.2,0.1,TRUE,3.24
2025-03-23,cust_381,store_1,16,F,10s_F,Avocados,Produce,2,2.4,0.1,TRUE,4.32
2025-03-05,cust_696,store_4,17,F,10s_F,Avocados,Produce,2,2.4,0.15,TRUE,4.08
2025-05-01,cust_822,store_3,10,F,10s_F,Granola Bar,Snacks,3,1.5,0.05,TRUE,4.27
2025-03-02,cust_697,store_3,56,F,50s_F,Cheddar Cheese,Dairy,2,2.5,0.05,TRUE,4.75
2025-03-13,cust_900,store_3,61,F,60s_F,Avocados,Produce,1,2.4,0.05,TRUE,2.28
2025-04-01,cust_590,store_4,34,F,30s_F,Salad Bowl,Ready Meals,4,3.2,0.05,TRUE,12.16
2025-04-18,cust_394,store_2,28,M,20s_M,Frozen Pizza,Frozen Foods,3,3.5,0.0,FALSE,10.5
2025-05-02,cust_846,store_2,54,F,50s_F,Cheddar Cheese,Dairy,3,2.5,0.15,TRUE,6.38
2025-03-05,cust_527,store_1,56,F,50s_F,Mixed Nuts,Snacks,4,2.9,0.05,TRUE,11.02
2025-03-25,cust_242,store_1,44,F,40s_F,Greek Yoghurt,Dairy,4,2.0,0.0,FALSE,8.0
2025-03-28,cust_366,store_1,16,M,10s_M,Cola (500ml),Beverages,3,1.2,0.15,TRUE,3.06
2025-04-10,cust_48,store_3,47,F,40s_F,Smoothie Drink,Beverages,3,2.2,0.1,TRUE,5.94
2025-03-13,cust_220,store_4,53,F,50s_F,Avocados,Produce,4,2.4,0.1,TRUE,8.64
2025-04-05,cust_200,store_3,45,F,40s_F,Smoothie Drink,Beverages,1,2.2,0.05,TRUE,2.09
2025-04-12,cust_884,store_1,64,F,60s_F,Cheddar Cheese,Dairy,2,2.5,0.15,TRUE,4.25
2025-03-21,cust_140,store_4,58,M,50s_M,Mixed Nuts,Snacks,1,2.9,0.1,TRUE,2.61
2025-03-26,cust_294,store_2,11,M,10s_M,Granola Bar,Snacks,3,1.5,0.05,TRUE,4.27
2025-04-09,cust_896,store_4,54,F,50s_F,Mixed Nuts,Snacks,4,2.9,0.1,TRUE,10.44
2025-04-09,cust_574,store_2,50,F,50s_F,Mixed Nuts,Snacks,4,2.9,0.1,TRUE,10.44
2025-03-16,cust_335,store_4,54,M,50s_M,Red Wine (750ml),Alcohol,1,7.5,0.15,TRUE,6.38
2025-04-30,cust_463,store_4,55,F,50s_F,Cheddar Cheese,Dairy,3,2.5,0.1,TRUE,6.75
2025-03-27,cust_661,store_3,54,M,50s_M,Whisky (700ml),Alcohol,2,15.0,0.0,FALSE,30.0
2025-03-20,cust_928,store_4,54,M,50s_M,Red Wine (750ml),Alcohol,4,7.5,0.1,TRUE,27.0
2025-03-25,cust_759,store_1,63,F,60s_F,Greek Yoghurt,Dairy,3,2.0,0.15,TRUE,5.1
2025-03-23,cust_787,store_2,46,M,40s_M,Red Wine (750ml),Alcohol,3,7.5,0.05,TRUE,21.38
2025-04-26,cust_538,store_4,19,F,10s_F,Smoothie Drink,Beverages,3,2.2,0.15,TRUE,5.61
2025-03-22,cust_499,store_4,18,M,10s_M,Cola (500ml),Beverages,4,1.2,0.1,TRUE,4.32
2025-04-05,cust_737,store_2,62,M,60s_M,Herbal Tea,Beverages,1,2.0,0.15,TRUE,1.7
2025-05-10,cust_132,store_5,11,F,10s_F,Avocados,Produce,2,2.4,0.0,FALSE,4.8
2025-04-13,cust_930,store_3,19,F,10s_F,Granola Bar,Snacks,3,1.5,0.0,FALSE,4.5
2025-03-09,cust_29,store_1,37,M,30s_M,Red Wine (750ml),Alcohol,4,7.5,0.15,TRUE,25.5
2025-04-06,cust_881,store_2,11,F,10s_F,Avocados,Produce,3,2.4,0.1,TRUE,6.48
2025-03-05,cust_937,store_3,61,M,60s_M,Cheddar Cheese,Dairy,3,2.5,0.15,TRUE,6.38
2025-04-19,cust_880,store_2,58,F,50s_F,Herbal Tea,Beverages,3,2.0,0.1,TRUE,5.4
2025-03-02,cust_904,store_3,34,F,30s_F,Greek Yoghurt,Dairy,4,2.0,0.05,TRUE,7.6
2025-03-28,cust_240,store_1,58,F,50s_F,Avocados,Produce,1,2.4,0.1,TRUE,2.16
2025-03-17,cust_458,store_3,26,F,20s_F,Smoothie Drink,Beverages,2,2.2,0.15,TRUE,3.74
2025-03-09,cust_604,store_2,18,M,10s_M,Energy Drink,Beverages,2,1.8,0.05,TRUE,3.42
2025-04-01,cust_694,store_1,41,M,40s_M,Whisky (700ml),Alcohol,3,15.0,0.0,FALSE,45.0
2025-04-02,cust_17,store_5,48,F,40s_F,Cheddar Cheese,Dairy,1,2.5,0.0,FALSE,2.5
2025-03-06,cust_94,store_2,27,M,20s_M,Beef Jerky,Snacks,3,3.5,0.1,TRUE,9.45
2025-03-24,cust_141,store_5,13,F,10s_F,Salad Bowl,Ready Meals,1,3.2,0.05,TRUE,3.04
2025-03-13,cust_835,store_3,59,F,50s_F,Mixed Nuts,Snacks,4,2.9,0.15,TRUE,9.86
2025-05-08,cust_208,store_1,14,F,10s_F,Granola Bar,Snacks,2,1.5,0.0,FALSE,3.0
2025-03-07,cust_383,store_1,31,M,30s_M,Whisky (700ml),Alcohol,1,15.0,0.05,TRUE,14.25
2025-03-01,cust_334,store_2,42,F,40s_F,Herbal Tea,Beverages,2,2.0,0.05,TRUE,3.8
2025-03-12,cust_938,store_4,22,M,20s_M,Energy Drink,Beverages,2,1.8,0.1,TRUE,3.24
2025-04-11,cust_342,store_1,60,M,60s_M,Red Wine (750ml),Alcohol,4,7.5,0.0,FALSE,30.0
2025-03-22,cust_73,store_1,31,F,30s_F,Granola Bar,Snacks,3,1.5,0.0,FALSE,4.5
2025-04-24,cust_529,store_1,60,M,60s_M,Herbal Tea,Beverages,3,2.0,0.05,TRUE,5.7
2025-04-11,cust_416,store_3,25,F,20s_F,Salad Bowl,Ready Meals,2,3.2,0.15,TRUE,5.44
2025-03-03,cust_378,store_5,49,M,40s_M,Red Wine (750ml),Alcohol,1,7.5,0.0,FALSE,7.5
2025-03-22,cust_942,store_1,12,M,10s_M,Granola Bar,Snacks,3,1.5,0.1,TRUE,4.05
2025-03-03,cust_655,store_5,49,F,40s_F,Smoothie Drink,Beverages,1,2.2,0.0,FALSE,2.2
2025-03-04,cust_702,store_3,36,F,30s_F,Greek Yoghurt,Dairy,1,2.0,0.05,TRUE,1.9
2025-05-02,cust_919,store_5,47,F,40s_F,Greek Yoghurt,Dairy,1,2.0,0.1,TRUE,1.8
2025-04-30,cust_569,store_3,20,M,20s_M,Cola (500ml),Beverages,4,1.2,0.0,FALSE,4.8
2025-04-26,cust_450,store_5,19,M,10s_M,Potato Crisps,Snacks,2,1.3,0.1,TRUE,2.34
2025-04-13,cust_187,store_4,33,F,30s_F,Salad Bowl,Ready Meals,4,3.2,0.1,TRUE,11.52
2025-05-06,cust_576,store_2,63,F,60s_F,Herbal Tea,Beverages,3,2.0,0.05,TRUE,5.7
2025-04-24,cust_428,store_1,39,F,30s_F,Greek Yoghurt,Dairy,1,2.0,0.15,TRUE,1.7
2025-05-01,cust_622,store_1,59,M,50s_M,Instant Noodles,Pantry,1,1.2,0.05,TRUE,1.14
2025-04-02,cust_172,store_5,36,M,30s_M,Whisky (700ml),Alcohol,3,15.0,0.05,TRUE,42.75
2025-03-04,cust_855,store_1,20,F,20s_F,Salad Bowl,Ready Meals,3,3.2,0.15,TRUE,8.16
2025-03-08,cust_92,store_4,55,M,50s_M,Red Wine (750ml),Alcohol,2,7.5,0.05,TRUE,14.25
2025-03-14,cust_327,store_3,45,F,40s_F,Cheddar Cheese,Dairy,3,2.5,0.15,TRUE,6.38
2025-04-25,cust_444,store_3,60,M,60s_M,Cheddar Cheese,Dairy,3,2.5,0.15,TRUE,6.38
2025-03-31,cust_440,store_4,30,M,30s_M,Whisky (700ml),Alcohol,2,15.0,0.1,TRUE,27.0
2025-03-09,cust_803,store_5,64,F,60s_F,Cheddar Cheese,Dairy,2,2.5,0.0,FALSE,5.0
2025-04-09,cust_218,store_5,24,M,20s_M,Cola (500ml),Beverages,2,1.2,0.1,TRUE,2.16
2025-04-08,cust_116,store_1,10,F,10s_F,Smoothie Drink,Beverages,4,2.2,0.15,TRUE,7.48
2025-03-01,cust_659,store_4,21,F,20s_F,Smoothie Drink,Beverages,3,2.2,0.1,TRUE,5.94
2025-03-19,cust_122,store_3,36,M,30s_M,Whisky (700ml),Alcohol,2,15.0,0.05,TRUE,28.5
2025-03-27,cust_971,store_4,50,M,50s_M,Instant Noodles,Pantry,2,1.2,0.0,FALSE,2.4
2025-04-20,cust_938,store_1,64,M,60s_M,Herbal Tea,Beverages,1,2.0,0.15,TRUE,1.7
2025-03-30,cust_59,store_1,55,F,50s_F,Mixed Nuts,Snacks,3,2.9,0.15,TRUE,7.39
2025-05-05,cust_60,store_3,28,F,20s_F,Smoothie Drink,Beverages,4,2.2,0.0,FALSE,8.8
2025-03-08,cust_14,store_2,10,M,10s_M,Potato Crisps,Snacks,4,1.3,0.0,FALSE,5.2
2025-03-07,cust_441,store_1,41,M,40s_M,Instant Noodles,Pantry,2,1.2,0.05,TRUE,2.28
2025-05-01,cust_24,store_4,31,M,30s_M,Cheddar Cheese,Dairy,3,2.5,0.15,TRUE,6.38
2025-03-24,cust_83,store_3,32,M,30s_M,Red Wine (750ml),Alcohol,4,7.5,0.05,TRUE,28.5
2025-05-05,cust_963,store_3,41,F,40s_F,Herbal Tea,Beverages,3,2.0,0.0,FALSE,6.0
2025-04-14,cust_751,store_3,40,F,40s_F,Cheddar Cheese,Dairy,1,2.5,0.05,TRUE,2.38
2025-04-26,cust_797,store_2,35,F,30s_F,Granola Bar,Snacks,4,1.5,0.1,TRUE,5.4
2025-03-12,cust_426,store_4,38,M,30s_M,Cheddar Cheese,Dairy,4,2.5,0.15,TRUE,8.5
2025-04-19,cust_741,store_1,55,F,50s_F,Cheddar Cheese,Dairy,3,2.5,0.15,TRUE,6.38
2025-03-01,cust_655,store_2,52,F,50s_F,Cheddar Cheese,Dairy,1,2.5,0.05,TRUE,2.38
2025-04-23,cust_843,store_1,15,F,10s_F,Smoothie Drink,Beverages,1,2.2,0.15,TRUE,1.87
2025-05-08,cust_309,store_3,64,M,60s_M,Mixed Nuts,Snacks,1,2.9,0.0,FALSE,2.9
2025-03-21,cust_105,store_4,26,F,20s_F,Smoothie Drink,Beverages,4,2.2,0.15,TRUE,7.48
2025-04-16,cust_151,store_5,12,M,10s_M,Potato Crisps,Snacks,1,1.3,0.0,FALSE,1.3
2025-05-05,cust_885,store_4,58,F,50s_F,Mixed Nuts,Snacks,4,2.9,0.05,TRUE,11.02
2025-05-10,cust_221,store_5,55,M,50s_M,Mixed Nuts,Snacks,4,2.9,0.1,TRUE,10.44
2025-04-19,cust_474,store_2,60,F,60s_F,Herbal Tea,Beverages,1,2.0,0.1,TRUE,1.8
2025-05-08,cust_810,store_1,44,M,40s_M,Instant Noodles,Pantry,2,1.2,0.0,FALSE,2.4
2025-03-16,cust_546,store_3,19,F,10s_F,Granola Bar,Snacks,3,1.5,0.15,TRUE,3.82
2025-04-18,cust_972,store_1,30,F,30s_F,Salad Bowl,Ready Meals,4,3.2,0.15,TRUE,10.88
2025-03-17,cust_800,store_4,21,F,20s_F,Greek Yoghurt,Dairy,1,2.0,0.15,TRUE,1.7
2025-03-12,cust_781,store_2,10,F,10s_F,Granola Bar,Snacks,1,1.5,0.1,TRUE,1.35
2025-04-04,cust_731,store_3,14,F,10s_F,Smoothie Drink,Beverages,2,2.2,0.05,TRUE,4.18
2025-04-03,cust_833,store_1,28,M,20s_M,Beef Jerky,Snacks,3,3.5,0.05,TRUE,9.97
2025-04-11,cust_330,store_5,34,M,30s_M,Red Wine (750ml),Alcohol,2,7.5,0.05,TRUE,14.25
2025-04-03,cust_925,store_5,65,M,60s_M,Herbal Tea,Beverages,1,2.0,0.1,TRUE,1.8
2025-03-12,cust_709,store_4,56,F,50s_F,Herbal Tea,Beverages,2,2.0,0.1,TRUE,3.6
2025-03-10,cust_574,store_2,21,M,20s_M,Frozen Pizza,Frozen Foods,3,3.5,0.1,TRUE,9.45
2025-04-21,cust_990,store_4,57,M,50s_M,Whisky (700ml),Alcohol,4,15.0,0.0,FALSE,60.0
2025-03-19,cust_864,store_1,46,M,40s_M,Red Wine (750ml),Alcohol,4,7.5,0.05,TRUE,28.5
2025-03-08,cust_905,store_1,12,M,10s_M,Potato Crisps,Snacks,3,1.3,0.05,TRUE,3.71
2025-04-05,cust_852,store_4,36,F,30s_F,Salad Bowl,Ready Meals,2,3.2,0.05,TRUE,6.08
2025-03-29,cust_815,store_3,58,M,50s_M,Instant Noodles,Pantry,1,1.2,0.0,FALSE,1.2
2025-04-04,cust_264,store_4,47,F,40s_F,Herbal Tea,Beverages,4,2.0,0.0,FALSE,8.0
2025-04-17,cust_44,store_5,63,F,60s_F,Herbal Tea,Beverages,2,2.0,0.0,FALSE,4.0
2025-04-29,cust_556,store_5,60,F,60s_F,Cheddar Cheese,Dairy,1,2.5,0.0,FALSE,2.5
2025-05-06,cust_499,store_5,53,F,50s_F,Cheddar Cheese,Dairy,3,2.5,0.0,FALSE,7.5
2025-04-29,cust_150,store_1,53,F,50s_F,Avocados,Produce,1,2.4,0.15,TRUE,2.04
2025-05-01,cust_717,store_4,31,M,30s_M,Cheddar Cheese,Dairy,2,2.5,0.1,TRUE,4.5
2025-03-30,cust_876,store_1,48,F,40s_F,Smoothie Drink,Beverages,2,2.2,0.15,TRUE,3.74
2025-03-26,cust_264,store_3,37,F,30s_F,Frozen Berries,Frozen Foods,2,2.8,0.15,TRUE,4.76
2025-03-16,cust_352,store_2,32,F,30s_F,Salad Bowl,Ready Meals,2,3.2,0.0,FALSE,6.4
2025-03-10,cust_294,store_1,30,M,30s_M,Whisky (700ml),Alcohol,2,15.0,0.15,TRUE,25.5
2025-04-03,cust_472,store_5,10,F,10s_F,Avocados,Produce,3,2.4,0.1,TRUE,6.48
2025-04-20,cust_411,store_4,22,F,20s_F,Smoothie Drink,Beverages,1,2.2,0.1,TRUE,1.98
2025-03-29,cust_834,store_3,26,F,20s_F,Greek Yoghurt,Dairy,2,2.0,0.05,TRUE,3.8
2025-04-23,cust_771,store_1,15,F,10s_F,Granola Bar,Snacks,2,1.5,0.15,TRUE,2.55
2025-03-05,cust_660,store_2,10,M,10s_M,Potato Crisps,Snacks,2,1.3,0.15,TRUE,2.21
2025-04-30,cust_83,store_5,24,M,20s_M,Cola (500ml),Beverages,1,1.2,0.15,TRUE,1.02
2025-05-01,cust_674,store_1,54,F,50s_F,Mixed Nuts,Snacks,4,2.9,0.05,TRUE,11.02
2025-04-07,cust_285,store_4,10,M,10s_M,Cola (500ml),Beverages,3,1.2,0.05,TRUE,3.42
2025-05-06,cust_995,store_2,28,F,20s_F,Smoothie Drink,Beverages,4,2.2,0.15,TRUE,7.48
2025-05-09,cust_723,store_4,34,F,30s_F,Frozen Berries,Frozen Foods,2,2.8,0.05,TRUE,5.32
2025-04-27,cust_204,store_3,31,M,30s_M,Whole Chicken,Meat,1,5.0,0.05,TRUE,4.75
2025-04-16,cust_144,store_1,26,F,20s_F,Greek Yoghurt,Dairy,4,2.0,0.0,FALSE,8.0
2025-04-03,cust_317,store_4,20,F,20s_F,Salad Bowl,Ready Meals,3,3.2,0.05,TRUE,9.12
2025-03-01,cust_455,store_4,51,M,50s_M,Mixed Nuts,Snacks,2,2.9,0.1,TRUE,5.22
2025-04-27,cust_355,store_5,49,F,40s_F,Herbal Tea,Beverages,2,2.0,0.1,TRUE,3.6
2025-04-26,cust_772,store_4,56,M,50s_M,Instant Noodles,Pantry,3,1.2,0.0,FALSE,3.6
2025-03-31,cust_539,store_2,27,M,20s_M,Energy Drink,Beverages,1,1.8,0.15,TRUE,1.53
2025-04-13,cust_377,store_1,31,F,30s_F,Salad Bowl,Ready Meals,4,3.2,0.0,FALSE,12.8
2025-05-03,cust_414,store_1,47,F,40s_F,Smoothie Drink,Beverages,2,2.2,0.05,TRUE,4.18
2025-03-23,cust_765,store_1,42,M,40s_M,Whisky (700ml),Alcohol,3,15.0,0.15,TRUE,38.25
2025-04-19,cust_941,store_1,39,M,30s_M,Red Wine (750ml),Alcohol,2,7.5,0.1,TRUE,13.5
2025-04-26,cust_570,store_1,60,M,60s_M,Mixed Nuts,Snacks,3,2.9,0.15,TRUE,7.39
2025-05-09,cust_389,store_2,30,F,30s_F,Greek Yoghurt,Dairy,1,2.0,0.0,FALSE,2.0
2025-04-12,cust_662,store_5,12,M,10s_M,Potato Crisps,Snacks,4,1.3,0.0,FALSE,5.2
2025-04-20,cust_809,store_2,35,F,30s_F,Salad Bowl,Ready Meals,2,3.2,0.15,TRUE,5.44
2025-05-04,cust_659,store_2,63,M,60s_M,Herbal Tea,Beverages,3,2.0,0.15,TRUE,5.1
2025-05-08,cust_986,store_5,65,F,60s_F,Herbal Tea,Beverages,2,2.0,0.1,TRUE,3.6
2025-04-19,cust_658,store_3,55,F,50s_F,Herbal Tea,Beverages,2,2.0,0.15,TRUE,3.4
2025-04-23,cust_178,store_3,31,M,30s_M,Red Wine (750ml),Alcohol,1,7.5,0.15,TRUE,6.38
2025-04-17,cust_571,store_2,15,M,10s_M,Energy Drink,Beverages,1,1.8,0.15,TRUE,1.53
2025-03-30,cust_321,store_4,32,F,30s_F,Granola Bar,Snacks,2,1.5,0.1,TRUE,2.7
2025-03-10,cust_433,store_3,59,M,50s_M,Mixed Nuts,Snacks,3,2.9,0.15,TRUE,7.39
2025-05-03,cust_28,store_2,52,M,50s_M,Red Wine (750ml),Alcohol,1,7.5,0.15,TRUE,6.38
2025-04-13,cust_614,store_4,35,F,30s_F,Greek Yoghurt,Dairy,2,2.0,0.0,FALSE,4.0
2025-03-11,cust_480,store_2,19,M,10s_M,Energy Drink,Beverages,4,1.8,0.1,TRUE,6.48
2025-03-11,cust_501,store_1,35,M,30s_M,Whole Chicken,Meat,4,5.0,0.1,TRUE,18.0
2025-05-03,cust_390,store_3,65,F,60s_F,Greek Yoghurt,Dairy,2,2.0,0.1,TRUE,3.6
2025-03-31,cust_549,store_2,44,F,40s_F,Smoothie Drink,Beverages,2,2.2,0.1,TRUE,3.96
2025-04-29,cust_580,store_4,26,F,20s_F,Greek Yoghurt,Dairy,2,2.0,0.15,TRUE,3.4
2025-03-25,cust_618,store_1,35,M,30s_M,Red Wine (750ml),Alcohol,1,7.5,0.05,TRUE,7.12
2025-03-26,cust_67,store_1,29,M,20s_M,Frozen Pizza,Frozen Foods,4,3.5,0.1,TRUE,12.6
2025-03-08,cust_314,store_5,17,M,10s_M,Granola Bar,Snacks,4,1.5,0.1,TRUE,5.4
2025-03-05,cust_378,store_3,56,F,50s_F,Avocados,Produce,1,2.4,0.1,TRUE,2.16
2025-05-07,cust_123,store_5,40,F,40s_F,Greek Yoghurt,Dairy,2,2.0,0.05,TRUE,3.8
2025-03-30,cust_76,store_1,11,F,10s_F,Smoothie Drink,Beverages,3,2.2,0.15,TRUE,5.61
2025-04-17,cust_588,store_2,11,M,10s_M,Granola Bar,Snacks,3,1.5,0.1,TRUE,4.05
2025-03-05,cust_933,store_5,33,M,30s_M,Whisky (700ml),Alcohol,4,15.0,0.1,TRUE,54.0
2025-03-21,cust_492,store_3,16,M,10s_M,Cola (500ml),Beverages,1,1.2,0.0,FALSE,1.2
2025-04-14,cust_71,store_4,64,F,60s_F,Cheddar Cheese,Dairy,2,2.5,0.0,FALSE,5.0
2025-03-24,cust_765,store_2,43,F,40s_F,Greek Yoghurt,Dairy,1,2.0,0.1,TRUE,1.8
2025-05-10,cust_892,store_4,17,M,10s_M,Energy Drink,Beverages,1,1.8,0.1,TRUE,1.62
2025-04-05,cust_947,store_2,15,M,10s_M,Cola (500ml),Beverages,1,1.2,0.15,TRUE,1.02
2025-03-04,cust_479,store_1,15,M,10s_M,Energy Drink,Beverages,3,1.8,0.0,FALSE,5.4
2025-05-09,cust_348,store_5,11,F,10s_F,Avocados,Produce,1,2.4,0.1,TRUE,2.16
